-219.27760748902708,82
-96.73396801997721,74
-154.6052436730474,88
-298.6769719959117,70
-57.42040066306047,66
-342.7531059061537,115
-303.3652755210775,120
-199.06098311613152,58
-189.57678355823845,108
-131.2503731476952,84
-94.03352533233277,105
-207.6505633358699,105
-153.16432106615034,64
-103.77219906024801,81
-247.40869192866035,68
-470.8697595045031,108
-365.0012284220124,103
-332.07062454316736,93
-125.20500694069061,74
-176.68198096127583,94
-77.73057207308163,79
-302.3568949668877,90
-205.6042636658409,87
-552.4154667349962,151
-127.8217685296672,99
-201.123029550679,73
-268.4338614617749,120
-434.640927463372,91
-169.90231390137774,79
-395.1969452765607,103
-200.3932692240222,114
-177.54166973782714,71
-235.86467752928306,76
-280.37380475498946,91
-75.55606926380267,63
-85.59440958191271,75
5.155440933486034,133
-295.43409220314766,120
-506.00566468385136,98
-100.2620925661805,104
-64.59701049126006,69
-63.39076829269718,140
-132.51329619159475,92
-138.45630389544647,112
-127.72581231627885,115
33.796569261789045,91
-97.18791516238932,80
-147.49455803420943,87
-48.417534974817784,71
-88.33747599315993,72
-113.00481101157999,93
-148.7018263585162,93
-108.77930880129726,122
-282.0661795462951,96
-202.80586319778234,99
-337.3756238937127,94
-82.16542758471535,61
-116.97275558836408,68
-130.11689150613134,99
-347.79397673486085,103
-135.726392671927,73
-299.9394937912351,96
-89.97517829910767,88
-94.2281988236797,71
-97.6529360484794,74
-127.49007336267098,95
-118.90851128547487,78
-204.22531100248887,96
-95.25839626222634,89
-138.63555813908255,79
-50.40303113905668,67
-412.2138612131256,130
-61.79870252460109,77
-304.757852851754,121
-137.67444451010184,67
-259.53099711192476,73
-316.43819645731116,98
-43.8897487043527,75
-128.500717580664,81
-172.67817379886998,95
-53.190599863585525,60
-133.36923518071717,85
-82.85127274853491,68
-100.63152114178591,68
-113.48558858469013,111
-188.47837250719127,107
-137.81943079385562,89
-49.51571349534062,86
-115.96135782818651,99
-271.02571213077545,119
-114.39314806605209,119
-329.25956157839903,83
-167.74624326897225,103
-80.32441937366593,72
-79.03089244826361,63
-104.55536897770166,73
-181.0539919814087,83
-264.49156268159135,106
-188.5432520822423,76
-121.59228192639992,117
-123.03687635520573,81
-107.43919411847864,94
-308.73784584801615,78
-321.92347427751804,101
-102.50960711211444,130
-127.39476543173816,91
-157.00172436066055,86
-285.6079919017559,83
-230.38368239590903,101
-86.99435644424624,66
-93.45690790564547,101
-102.66404989903353,66
-204.31072173512933,125
-28.74574759859435,87
-173.14867210328782,118
-292.5650523532748,95
-113.8608951573496,123
-121.98676809843192,113
-141.66945338518244,126
-143.89114350029286,78
-346.7512737970533,73
-215.83830446372636,68
51.476431514138454,77
-185.1762268915903,62
-100.57330054635321,65
-165.34771366565752,123
-275.6095002392105,105
-339.01875228246456,92
-265.7365207226162,81
-115.03818232438323,94
-166.74854148649342,106
-133.61410965584446,77
-212.35653152323948,108
-217.43674275820507,107
-138.02028007225636,87
-398.19408494255356,99
-220.89149092324652,111
-101.000031546007,74
-103.296815271793,91
-498.15773370286547,103
-73.5492794452555,64
-412.6453740340451,107
-109.40175429011306,97
-132.7137615366747,62
-98.0393502340001,60
-61.59296897661174,66
-287.5023355907456,68
-320.7028832006372,84
-85.70852688362754,59
-304.82201537517005,80
-103.83720450714377,82
-151.3863127249325,102
-429.54834960823126,104
-8.013245132360765,91
-139.61732688727662,66
-395.5180606580763,97
-185.8287140716538,86
-98.45199469575456,98
-210.18703703221323,89
-99.31622662671874,63
-254.4169721284016,115
-158.12239233904785,83
-151.40625918940418,83
-421.02802541935205,113
-148.12590722033008,67
-168.2334479914822,82
-234.24494289162058,75
-139.2669626211188,121
-150.2135240246493,95
-74.33625485899894,77
-72.60238173527675,82
-92.2560519414098,61
-152.32340964482438,113
-337.15407666130375,102
-221.4761445723175,77
-78.10722958896157,88
-230.14065893255292,70
-113.34714888110716,126
-119.1588853311012,109
-417.8811702222362,101
-357.88124437746626,105
-104.03462453639337,74
-178.8913912887139,70
-88.47377238631466,76
-121.29892832682575,74
-183.12393833618276,89
-188.98431936405015,83
-411.6256452528013,87
-133.56366192931003,96
-93.98725015927124,86
-150.82128716526904,73
-247.3842664647852,102
-336.25273665412163,94
-46.84091386217943,72
-324.05923820096007,78
-82.58034200178673,74
-323.4198250130404,110
-167.50442023761008,71
-87.08481825784708,69
-101.24911340966092,137
-137.46759140627174,71
-122.09016948468035,87
-164.2320896833806,107
-287.96110799899066,100
-124.54926680079853,69
-61.887792219328006,72
-85.27574502300482,73
-291.25634916287595,107
-151.70208976171295,84
-161.61514516692012,63
-101.96802383603605,89
-165.006565301877,122
-420.3244495113624,106
-333.9260879707489,79
-70.75223891996959,81
-443.69483323970695,86
-111.67318725305516,88
-230.50328051293755,105
-132.7818335946095,63
-162.11152369106858,109
-160.98428730474683,129
-229.5129982001622,121
-448.2680274317838,97
-198.52572313920513,129
-109.64475903423605,66
-123.86574837023448,85
-130.62821490012917,71
-321.87360647776944,110
-124.23611519134579,71
-276.3121081553021,106
-219.1867026019201,86
-111.51685100973509,65
-488.041989779667,115
-125.21256565042275,60
-228.96262188076747,81
-99.51659622084217,122
-293.75884474199734,83
-116.54547840395523,58
-100.36092142413698,74
-265.91517736041624,89
-227.90133389099952,102
-193.24518866428218,84
-139.86202625648644,83
-134.99542285957654,123
-110.00232551829501,93
-105.76579828008926,83
-448.1155782676139,102
-160.17400784717302,106
-301.6396061089354,81
-112.21522363506769,88
-127.0434455730043,112
-166.2160957212705,68
-503.49816740656314,95
-149.80721024480977,100
-240.2572179447734,100
-80.76066858403378,67
-343.0707185289967,103
-109.24320482135562,114
-145.44260017157984,102
-81.56302205101437,84
-223.05481216843202,122
-102.685402297997,79
-321.44267343293507,84
-408.55573814725483,108
-199.84775449402392,97
-113.35696075689965,86
-93.50522457927723,143
-184.49641300204024,85
-154.25638172742958,123
-361.57584820666966,73
-114.70102588764368,102
-137.72114087006082,72
-83.04274713722323,98
-75.77476542301682,67
-33.26707180947656,96
-190.58715818784893,74
-157.69352152689686,93
-416.7274200461055,94
-275.95905844272784,95
-91.84271508228136,52
-258.31644717520743,81
-137.2715773216102,72
-293.6494625087331,66
-246.37091214713217,93
-135.83010296492375,58
-150.2707500032176,102
-172.80084829078135,85
-82.51228576087418,64
-137.64759156726245,83
-270.9768625771842,90
-306.0177403840872,78
-186.74721218223527,76
-103.54173827508579,75
-140.32648599848193,131
-359.5572680911804,135
-331.33956187166376,107
-141.6234466190012,98
-315.64500692303454,89
-89.68412207428112,87
-417.69864487589564,99
-104.8507446887339,89
-126.30367105900682,71
-165.51891192091773,73
-75.62547375321128,72
-244.060377733814,117
-205.96953718967447,104
-100.5932181913852,90
-189.3415217415959,70
-67.12958285079016,134
-202.87467713833868,77
-156.59582116295763,105
-162.64634609998507,80
-97.6218133270133,58
-195.7337603501524,135
-185.98519290756997,109
-243.28821623508375,98
-144.38706925983982,100
-60.06946625889758,61
-129.93399515131955,80
-155.57228195013624,76
-490.213737396063,117
-192.19512545821635,94
-90.93697462808733,61
-247.78156844510343,79
-188.43955086002495,80
-288.57260655907714,84
-129.648444882101,79
-227.72224428174738,72
-118.55723497304453,73
-337.5337418942479,97
-79.50860819577078,63
-124.14805101969257,94
-299.8303612896178,98
-83.71407601881079,71
-117.18579217057804,61
-129.48640811717874,114
24.664430425800035,149
-120.20238560394532,82
-103.85530523381794,94
-129.68696476933326,126
-120.26441284159931,64
-292.89628974130613,76
-80.53752662695044,65
-88.42358319002952,80
-186.65551873568242,76
-59.88969438555685,125
-103.41499846279874,97
-93.47676326219153,77
-339.32752345359586,104
-83.38997413178474,121
-467.0638624340335,106
-78.43611756754592,78
-17.863271368965343,78
-81.76477185462522,79
-181.16745899907988,78
-116.4670079457783,112
-152.61677304221146,87
-266.1001480617921,117
-96.92959935274924,111
-156.26224915613062,122
-161.12534297803592,135
-100.63256540243518,111
-75.3725621593096,76
-209.3757640023817,69
19.848562380340624,93
-122.65533656493541,61
-144.14732307688803,91
-156.0814007935918,88
-109.80757926097229,115
-176.36567185424147,65
-248.46145421808862,143
-111.60953563018438,96
-196.7524211260979,61
-36.177658958788484,67
-79.33121828707769,60
-357.10885181112263,103
-201.5801170893027,90
-86.40242340390216,62
-148.2930707235955,112
-228.55262071265975,132
-91.09357235460386,70
-251.66958781601986,140
-91.97662521119477,69
-93.64041019791837,73
-148.03309646482163,99
-454.0666415778491,108
-372.97295489996174,72
-101.98362495262715,132
-404.28665008660556,96
-283.78567798857546,77
-161.75001159426023,56
-113.82553676013785,69
-290.79860983937283,99
-241.6950209815619,76
-422.871523540839,83
-105.01229570149476,114
-210.70667272503354,99
-121.91731321999659,99
-134.7004328298294,92
-218.6272278289313,107
-75.3332288321474,57
-182.97876928477396,112
48.51532731363286,1000
-233.67231632868817,120
-109.25157513513642,110
-87.88140803520865,67
